sleep_efficiency,stress_score,sleep_stage_deep_pct,sleep_stage_rem_pct,sleep_stage_light_pct,sleep_stage_awake_pct,caffeine_mg,bedtime_consistency_std_min,hrv_rmssd_ms,room_humidity_pct,step_count_day,ambient_noise_db,height_cm,room_temperature_c,age,screen_time_before_bed_min,activity_before_bed_min,weight_kg,respiration_rate_bpm,jetlag_hours,sleep_score_raw
0.95,53,0.341,0.2269999999999999,0.361,0.07,147,55.5,35.1,0.621,16146,20.0,152.9,23.8,55,49,67,40.1,11.4,-16,60
0.974,20,0.186,0.2239999999999999,0.477,0.113,74,14.0,10.9,0.286,7130,38.9,177.6,22.8,30,54,0,94.9,11.0,-4,59
0.948,14,0.146,0.177,0.575,0.1009999999999999,128,28.0,44.2,0.413,1664,37.5,187.2,21.6,56,64,60,66.6,14.2,6,59
0.962,39,0.253,0.288,0.401,0.0579999999999999,138,18.0,8.9,0.288,3876,45.1,167.7,25.8,51,99,75,93.7,13.2,-6,64
0.931,39,0.13,0.1119999999999999,0.586,0.172,93,3.0,9.9,0.387,9809,40.1,175.2,18.9,54,71,5,66.6,16.5,-13,55
0.905,48,0.196,0.2319999999999999,0.531,0.04,71,67.7,19.0,0.481,13128,32.0,155.3,22.1,42,34,72,59.1,13.7,-3,59
0.989,9,0.217,0.146,0.58,0.057,69,28.7,26.6,0.5710000000000001,8701,40.0,172.4,20.8,60,117,53,101.6,14.1,7,67
0.86,59,0.163,0.168,0.503,0.166,133,47.6,15.2,0.369,13581,21.5,173.9,22.5,26,99,14,104.1,15.8,-10,49
0.977,46,0.142,0.248,0.509,0.1009999999999999,10,42.6,58.3,0.545,1290,28.8,177.3,26.0,52,34,64,57.8,12.6,0,57
0.991,52,0.2689999999999999,0.193,0.492,0.046,112,0.0,56.5,0.352,4947,29.8,173.7,20.3,71,101,31,84.4,13.5,4,61
0.774,36,0.131,0.13,0.528,0.211,35,19.1,56.2,0.368,6706,32.2,176.5,26.5,77,13,62,49.8,12.8,10,50
0.838,11,0.245,0.176,0.482,0.096,105,25.2,22.7,0.507,6148,31.7,161.1,29.1,67,19,22,73.8,13.8,3,54
0.929,34,0.098,0.133,0.5329999999999999,0.236,224,52.5,30.0,0.317,8665,29.2,189.0,23.7,61,52,28,92.9,15.2,5,52
0.866,33,0.104,0.1639999999999999,0.63,0.103,121,46.6,38.0,0.34,0,30.7,173.6,21.5,31,0,0,69.4,15.8,-8,53
0.973,62,0.278,0.2289999999999999,0.432,0.06,2,33.3,20.6,0.28,459,35.9,172.1,24.3,24,76,0,83.7,14.4,6,58
0.965,43,0.188,0.177,0.5670000000000001,0.069,65,40.3,32.4,0.522,3517,27.0,168.6,22.0,31,131,69,49.5,13.4,4,66
0.897,17,0.2739999999999999,0.2289999999999999,0.424,0.073,129,13.2,29.3,0.578,0,28.0,173.2,23.8,21,53,55,84.5,14.6,3,58
0.8809999999999999,30,0.316,0.16,0.473,0.051,74,19.7,25.8,0.418,12315,33.4,174.1,24.3,44,126,14,74.7,14.4,-15,64
0.848,54,0.158,0.13,0.475,0.237,99,35.8,35.7,0.511,5173,36.1,164.9,20.8,38,14,33,94.8,11.6,-2,51
0.955,28,0.18,0.249,0.531,0.04,40,51.1,23.4,0.283,9002,32.4,158.0,23.1,38,82,63,81.5,14.7,-18,61
0.983,49,0.171,0.158,0.551,0.119,70,44.0,31.0,0.3279999999999999,1989,38.9,184.1,23.8,21,59,21,89.6,14.1,6,61
0.978,49,0.109,0.263,0.5710000000000001,0.0559999999999999,46,83.7,29.8,0.523,3804,41.6,173.4,23.6,54,60,59,68.8,12.4,5,56
0.962,69,0.127,0.186,0.523,0.1639999999999999,107,37.9,44.4,0.494,6335,22.9,181.7,22.0,26,98,51,74.2,13.7,6,50
0.912,25,0.148,0.147,0.633,0.071,68,39.5,19.5,0.593,5890,38.6,171.5,20.4,63,71,73,78.7,16.3,8,57
0.848,10,0.154,0.141,0.539,0.166,11,30.7,46.8,0.413,12212,27.0,156.2,20.9,64,42,85,73.9,15.6,-7,60
0.71,30,0.254,0.205,0.455,0.086,10,7.5,26.1,0.363,4900,31.8,177.5,22.8,29,31,60,70.1,12.3,-5,51
0.929,53,0.141,0.275,0.45,0.134,24,43.1,46.5,0.613,6752,27.0,166.1,22.9,43,18,33,100.4,15.6,-2,58
0.958,49,0.125,0.098,0.4,0.377,97,22.9,33.3,0.47,10651,31.6,181.2,21.3,45,11,36,48.3,14.6,4,55
0.981,47,0.239,0.226,0.509,0.025,84,11.4,24.3,0.376,3773,36.3,183.2,22.9,34,61,47,70.4,12.3,2,59
0.902,31,0.35,0.212,0.386,0.052,86,43.3,31.7,0.492,6344,37.4,174.6,23.9,40,78,54,71.6,13.0,4,58
0.8240000000000001,48,0.1889999999999999,0.209,0.5820000000000001,0.019,113,13.5,37.0,0.372,4635,28.6,176.2,23.1,64,0,32,72.8,14.0,1,53
0.98,56,0.134,0.209,0.529,0.128,91,7.7,28.5,0.76,7851,26.1,162.1,24.3,31,85,33,89.9,14.2,-6,61
0.967,24,0.118,0.258,0.5820000000000001,0.042,111,47.5,32.6,0.429,0,36.9,177.3,25.1,50,15,67,87.7,16.5,-3,58
0.946,50,0.1,0.19,0.514,0.196,120,15.6,42.1,0.547,5706,24.1,181.4,24.2,78,55,90,93.0,13.7,7,50
0.747,13,0.1969999999999999,0.184,0.573,0.045,151,22.2,44.1,0.53,548,26.2,159.4,23.5,52,98,62,93.0,13.4,12,50
0.987,33,0.247,0.171,0.506,0.076,85,35.1,33.0,0.65,8009,33.4,185.9,23.1,70,47,18,85.0,14.6,-11,62
0.884,30,0.064,0.223,0.6970000000000001,0.016,136,32.9,31.9,0.6729999999999999,5065,30.3,176.3,22.4,30,0,37,90.7,14.8,13,54
0.954,33,0.157,0.223,0.451,0.1689999999999999,30,22.8,22.5,0.509,2345,26.6,158.0,25.7,58,114,59,56.5,14.1,-7,61
0.812,26,0.13,0.237,0.499,0.135,222,71.2,32.9,0.574,6413,37.2,172.4,28.9,40,37,45,58.2,15.1,15,47
0.931,26,0.114,0.118,0.546,0.222,116,35.9,40.0,0.423,6653,38.0,176.8,22.7,48,53,94,61.5,14.5,1,53
0.94,47,0.163,0.226,0.608,0.004,150,1.4,19.0,0.517,11770,29.3,171.9,22.2,58,109,99,78.2,14.9,-20,60
0.918,0,0.183,0.239,0.5720000000000001,0.006,71,20.3,44.5,0.412,5356,40.3,163.9,22.3,22,83,60,68.9,12.3,-7,65
0.916,36,0.129,0.187,0.672,0.012,69,21.4,18.6,0.45,9525,28.7,161.7,26.3,23,27,111,73.5,15.6,9,56
0.932,8,0.184,0.155,0.515,0.146,40,1.3,26.0,0.4379999999999999,8218,42.6,173.1,21.5,26,70,22,86.5,13.9,0,56
0.902,2,0.206,0.118,0.499,0.177,78,9.2,33.5,0.491,6222,32.4,172.1,24.9,57,30,36,57.6,12.6,0,59
1.0,58,0.258,0.172,0.514,0.0559999999999999,46,12.6,16.3,0.348,9679,46.6,164.7,24.2,60,31,0,101.1,13.5,5,57
0.966,66,0.15,0.1,0.5770000000000001,0.173,82,26.8,25.8,0.483,2857,30.8,171.3,22.0,58,133,65,79.2,14.6,1,58
0.974,72,0.208,0.238,0.489,0.066,119,62.0,43.4,0.508,6853,36.4,152.4,17.8,74,32,67,83.5,13.3,-10,48
0.947,4,0.12,0.267,0.591,0.022,132,61.7,36.2,0.431,6394,38.6,172.8,26.9,52,57,33,67.2,13.2,-1,65
0.92,22,0.24,0.2189999999999999,0.491,0.049,137,2.6,27.5,0.225,5941,29.4,170.0,25.5,18,131,3,67.4,14.0,1,61
0.898,23,0.195,0.1669999999999999,0.589,0.049,22,9.7,45.4,0.4029999999999999,10251,27.8,146.4,26.6,60,73,70,90.9,13.2,8,58
0.966,38,0.235,0.181,0.534,0.049,111,20.4,26.8,0.418,6250,27.6,157.4,28.2,18,9,56,73.7,14.7,-3,59
0.951,22,0.35,0.195,0.382,0.073,21,57.4,38.1,0.2,10154,30.8,168.0,22.9,70,21,37,67.8,13.8,-3,61
0.977,36,0.13,0.206,0.5820000000000001,0.0819999999999999,143,27.5,36.2,0.613,4050,26.5,179.2,21.3,27,105,0,75.4,16.8,-4,61
0.828,25,0.273,0.282,0.384,0.061,59,64.9,30.0,0.525,0,32.9,170.8,21.2,71,35,55,47.2,12.3,1,56
0.953,42,0.1989999999999999,0.225,0.486,0.09,46,13.4,7.8,0.366,9312,31.8,186.0,25.6,36,18,66,84.6,14.5,3,56
0.922,37,0.155,0.243,0.5329999999999999,0.069,30,14.2,41.4,0.31,3573,36.4,188.4,23.5,39,126,67,109.5,13.0,2,58
0.893,22,0.168,0.21,0.53,0.092,32,31.8,9.0,0.424,134,29.0,175.4,26.7,19,27,14,76.2,11.5,-2,52
0.984,38,0.172,0.1119999999999999,0.551,0.1639999999999999,38,17.9,43.7,0.525,5002,31.3,167.1,21.7,63,110,32,73.4,12.9,11,59
0.994,35,0.074,0.3,0.617,0.01,95,14.6,25.0,0.344,1699,34.3,170.6,25.6,37,121,0,56.2,12.8,-1,57
0.795,5,0.191,0.217,0.5329999999999999,0.059,156,19.9,27.6,0.366,7586,28.1,149.7,24.0,35,9,17,60.5,12.8,7,52
0.958,34,0.238,0.211,0.465,0.085,155,20.3,48.2,0.368,2858,33.1,162.9,21.6,42,0,19,42.0,17.7,-1,64
0.947,57,0.175,0.27,0.53,0.025,32,11.8,52.8,0.465,6025,22.7,172.1,22.1,79,22,25,81.5,14.0,-11,55
0.866,22,0.13,0.173,0.4629999999999999,0.2339999999999999,127,21.6,38.1,0.376,1297,31.3,160.1,21.4,75,59,72,60.4,13.0,-3,50
0.785,43,0.182,0.1969999999999999,0.579,0.043,113,40.9,29.8,0.361,7862,38.3,164.4,25.5,65,75,0,88.2,12.8,0,49
0.985,40,0.123,0.106,0.54,0.231,58,57.6,18.4,0.5670000000000001,1680,31.7,199.8,24.7,49,0,62,66.1,15.0,-6,59
0.994,31,0.121,0.162,0.514,0.2019999999999999,92,9.9,23.9,0.7490000000000001,9092,36.9,165.6,26.0,31,55,86,86.5,12.8,11,62
0.959,52,0.162,0.126,0.604,0.108,134,38.9,39.2,0.419,7279,31.1,172.8,18.9,52,63,51,67.2,15.0,-11,54
0.954,41,0.1009999999999999,0.134,0.511,0.253,17,72.5,37.0,0.307,7318,25.1,185.8,22.4,57,35,44,47.5,14.1,-5,51
0.784,40,0.184,0.1009999999999999,0.4,0.315,83,27.2,15.7,0.452,3595,36.4,169.6,24.3,66,125,40,50.6,14.6,12,46
0.86,76,0.184,0.179,0.5479999999999999,0.089,126,39.0,28.2,0.461,4611,23.3,162.6,25.2,53,25,66,73.8,13.6,0,48
0.976,32,0.077,0.201,0.584,0.138,163,52.8,37.5,0.436,3778,39.5,189.6,19.3,55,66,30,90.4,13.4,-13,50
0.901,31,0.242,0.148,0.429,0.182,25,12.6,60.1,0.481,11853,29.9,169.4,21.7,67,61,41,63.9,14.8,-10,56
0.968,46,0.178,0.221,0.526,0.074,106,57.7,24.4,0.457,6877,43.2,163.2,23.4,50,151,17,87.8,12.3,1,55
0.992,17,0.152,0.2,0.58,0.069,107,41.4,7.1,0.295,0,32.4,146.6,22.5,68,64,13,66.1,13.1,-7,63
0.977,14,0.144,0.1669999999999999,0.4,0.289,145,4.3,21.4,0.563,756,33.8,172.0,23.5,56,57,90,83.8,16.3,-2,56
0.976,56,0.214,0.212,0.498,0.076,61,3.8,13.3,0.353,6219,28.2,170.8,21.7,54,51,92,70.8,13.5,5,54
0.935,73,0.272,0.237,0.426,0.065,182,59.6,14.6,0.479,7425,34.7,173.0,24.4,78,56,57,83.4,16.7,6,54
0.718,44,0.142,0.172,0.573,0.113,64,40.4,32.4,0.465,7621,40.4,172.2,24.0,53,41,79,100.9,15.6,-1,42
0.923,66,0.126,0.231,0.575,0.068,88,43.4,28.4,0.611,6922,34.7,171.2,25.0,34,92,102,96.2,15.9,-1,53
0.967,0,0.1939999999999999,0.174,0.42,0.213,40,3.7,21.4,0.5329999999999999,3994,39.9,170.9,24.1,59,11,55,43.3,12.9,1,64
0.97,0,0.218,0.226,0.485,0.071,92,0.1,17.8,0.413,1140,24.7,160.6,20.5,48,38,111,101.1,13.2,9,64
0.984,32,0.1989999999999999,0.149,0.531,0.121,81,53.5,9.8,0.469,7052,33.1,157.4,24.8,18,78,0,73.7,13.0,14,62
0.8909999999999999,49,0.1369999999999999,0.299,0.489,0.075,33,52.4,38.0,0.611,3828,23.5,177.8,25.2,41,0,54,57.0,15.7,8,57
0.952,0,0.091,0.155,0.509,0.245,179,83.2,29.9,0.266,13266,33.9,182.2,22.4,18,0,134,60.8,11.7,0,57
0.867,48,0.1369999999999999,0.215,0.5429999999999999,0.105,13,7.1,47.7,0.581,4959,27.7,166.9,23.7,62,51,46,48.6,15.7,-5,50
0.91,3,0.05,0.174,0.461,0.315,51,11.7,38.3,0.511,3851,30.6,174.3,23.3,34,77,18,90.6,12.9,-8,58
0.928,51,0.208,0.24,0.497,0.055,30,42.2,21.9,0.488,4040,29.9,160.1,23.8,75,133,69,60.4,14.4,-9,56
0.938,24,0.208,0.245,0.442,0.105,77,11.4,27.1,0.514,3827,33.1,165.9,22.8,47,77,80,77.3,12.6,-14,64
0.97,35,0.173,0.2239999999999999,0.578,0.025,38,3.6,28.4,0.495,4119,27.9,161.7,21.6,22,41,25,71.7,13.2,-1,57
0.98,24,0.2239999999999999,0.259,0.4679999999999999,0.05,113,13.7,38.5,0.64,3013,32.0,165.5,23.9,30,129,5,81.9,14.4,3,65
0.894,27,0.115,0.175,0.485,0.225,65,75.6,27.4,0.642,9733,34.7,185.1,22.7,56,0,9,60.3,13.5,6,59
0.943,52,0.213,0.259,0.4,0.127,51,42.0,42.3,0.442,0,38.2,166.8,19.4,22,42,14,69.8,12.2,2,61
0.99,61,0.12,0.248,0.483,0.148,106,15.8,43.0,0.555,3229,37.4,178.9,23.7,74,38,112,100.4,11.9,-3,51
0.904,44,0.235,0.1939999999999999,0.534,0.038,132,1.7,40.6,0.6679999999999999,4186,38.9,174.7,24.9,77,74,51,86.6,11.8,2,54
0.942,52,0.238,0.247,0.505,0.01,11,13.5,43.7,0.47,2625,40.6,170.5,22.8,72,1,22,90.1,14.3,-14,55
0.941,3,0.201,0.123,0.416,0.26,121,8.6,63.7,0.422,10462,38.8,158.4,18.8,18,140,16,97.9,14.1,1,59
0.922,47,0.18,0.142,0.506,0.173,69,44.8,22.8,0.62,5587,25.1,165.9,24.8,47,0,0,77.3,13.2,-1,51
0.966,58,0.262,0.192,0.512,0.033,55,52.8,24.5,0.413,8089,41.4,165.7,23.8,76,158,35,57.8,14.9,-2,57
0.894,22,0.158,0.2319999999999999,0.5670000000000001,0.043,66,45.8,30.8,0.447,129,33.7,187.6,22.9,79,108,26,79.2,12.6,3,57
0.907,35,0.135,0.2019999999999999,0.613,0.051,99,41.1,23.0,0.402,7064,34.9,167.4,19.8,30,121,0,75.4,13.8,6,55
0.8540000000000001,60,0.254,0.225,0.518,0.003,1,36.9,24.0,0.473,3663,28.5,166.1,24.6,30,77,0,100.2,15.7,0,50
0.952,6,0.087,0.235,0.503,0.175,91,53.5,51.4,0.59,5226,26.1,188.2,25.6,18,40,54,71.4,14.5,4,60
0.789,16,0.166,0.159,0.547,0.127,57,33.2,15.5,0.44,10644,31.5,178.4,21.9,75,65,37,65.5,15.3,3,55
0.938,49,0.145,0.129,0.629,0.0969999999999999,26,57.2,17.4,0.523,8310,29.0,176.2,23.5,37,41,30,49.2,13.0,-5,55
0.943,39,0.2019999999999999,0.2189999999999999,0.536,0.042,143,29.1,25.1,0.555,5136,24.3,172.5,21.8,32,77,15,64.2,12.5,-1,58
0.985,42,0.182,0.215,0.506,0.0969999999999999,57,62.0,27.5,0.421,7872,25.5,166.8,20.9,72,65,86,64.5,10.6,-10,61
0.921,40,0.11,0.212,0.433,0.246,174,16.6,6.8,0.244,5330,34.0,181.7,22.9,26,0,99,74.2,14.7,11,60
0.8640000000000001,13,0.314,0.187,0.432,0.066,180,30.8,35.3,0.611,4119,33.4,160.5,24.7,51,96,0,76.6,13.8,-4,60
0.98,40,0.2319999999999999,0.2,0.4639999999999999,0.104,72,79.4,44.9,0.375,8558,30.5,161.0,22.1,47,98,35,54.9,13.0,-5,61
0.983,21,0.1989999999999999,0.201,0.522,0.078,36,33.0,21.6,0.492,2696,35.6,166.2,20.8,50,29,50,50.8,13.7,-5,64
0.924,44,0.262,0.1889999999999999,0.528,0.022,86,29.0,26.1,0.402,4682,42.5,175.2,21.8,54,0,20,66.6,13.0,4,63
0.941,76,0.184,0.1639999999999999,0.616,0.036,85,39.3,24.5,0.337,5167,20.1,170.7,22.2,73,7,0,69.7,15.1,1,52
0.987,39,0.2769999999999999,0.236,0.476,0.012,80,42.7,26.7,0.421,5336,31.0,163.8,24.4,59,103,63,105.2,13.7,2,57
0.95,30,0.2269999999999999,0.155,0.541,0.077,85,26.4,38.8,0.522,2909,31.0,173.2,22.2,61,75,67,82.4,14.8,3,61
0.921,26,0.119,0.166,0.604,0.111,66,15.2,21.1,0.519,4857,31.5,169.1,24.9,21,6,24,65.0,14.4,-3,61
0.986,7,0.257,0.238,0.441,0.064,27,50.1,51.2,0.4039999999999999,7833,31.4,164.9,23.9,68,84,33,80.4,13.2,6,76
0.894,33,0.191,0.163,0.562,0.084,135,19.1,30.7,0.53,6559,28.4,188.0,21.4,72,81,50,64.9,13.1,2,57
0.937,39,0.185,0.281,0.48,0.053,94,10.7,17.9,0.341,7282,33.8,160.4,26.2,29,48,49,84.4,12.4,0,61
0.978,57,0.05,0.165,0.507,0.278,121,58.9,51.8,0.273,3477,32.5,177.5,24.8,46,111,47,89.0,15.0,-2,60
0.92,6,0.178,0.1989999999999999,0.621,0.003,62,80.0,31.8,0.46,4239,41.4,177.8,25.6,40,97,27,72.4,13.4,-8,63
0.92,43,0.181,0.143,0.635,0.0409999999999999,140,29.7,39.6,0.493,8143,30.2,164.3,25.0,43,22,21,103.5,13.8,-7,56
0.894,7,0.2189999999999999,0.168,0.568,0.045,96,12.7,35.1,0.469,6317,29.5,181.4,21.0,62,42,25,73.3,12.3,0,62
0.95,48,0.276,0.238,0.43,0.0559999999999999,91,19.0,42.2,0.415,3835,41.8,171.2,22.4,78,53,25,77.6,15.3,7,60
0.977,36,0.152,0.201,0.621,0.026,67,55.2,14.6,0.344,5117,31.6,173.0,24.3,28,9,48,69.2,14.4,5,58
0.8440000000000001,70,0.179,0.144,0.612,0.065,31,58.1,36.0,0.335,8046,37.7,172.6,20.9,76,7,31,85.4,16.0,7,46
0.917,31,0.26,0.294,0.366,0.08,135,18.3,25.7,0.672,3128,34.8,177.8,27.0,40,31,18,72.4,11.8,2,59
0.8340000000000001,32,0.2289999999999999,0.159,0.49,0.123,134,103.3,21.5,0.43,8105,32.3,173.4,24.1,55,89,52,82.0,12.7,1,52
0.946,10,0.1159999999999999,0.08,0.541,0.263,152,58.8,46.7,0.565,2944,37.9,150.6,21.3,20,48,65,82.4,14.8,1,52
0.99,55,0.212,0.16,0.426,0.201,7,33.0,33.1,0.513,2438,36.9,173.6,21.1,31,62,0,69.4,12.6,7,58
0.965,43,0.16,0.185,0.473,0.182,157,61.1,26.4,0.57,14030,27.0,175.4,24.6,22,25,61,82.1,15.7,0,62
0.983,2,0.18,0.177,0.56,0.083,40,45.7,24.6,0.596,5408,31.5,178.9,25.0,37,82,53,77.1,16.9,-3,64
0.899,43,0.161,0.183,0.544,0.113,132,31.1,26.3,0.176,5716,30.2,155.0,22.9,57,16,17,70.1,14.6,-5,53
0.986,48,0.218,0.213,0.494,0.074,10,45.5,51.5,0.427,4842,29.0,179.2,24.8,75,75,33,85.1,16.7,-2,63
0.974,52,0.104,0.263,0.4039999999999999,0.2289999999999999,38,18.4,38.3,0.706,8315,25.3,184.9,20.3,43,68,64,78.5,13.7,13,54
0.968,42,0.152,0.106,0.452,0.29,130,43.6,19.5,0.355,1002,26.8,175.3,23.6,48,78,8,86.8,15.1,0,60
0.94,28,0.166,0.201,0.596,0.038,6,48.5,27.3,0.421,2308,33.0,162.9,26.5,35,88,96,74.5,15.1,-16,57
0.952,47,0.122,0.162,0.524,0.192,157,32.8,36.6,0.629,5265,25.4,176.3,19.6,19,32,0,90.7,14.5,0,53
0.947,22,0.162,0.26,0.4,0.178,116,59.8,27.0,0.537,3254,24.3,178.2,20.9,61,0,7,68.4,14.3,-5,63
0.974,0,0.153,0.098,0.5379999999999999,0.211,127,21.3,22.8,0.324,15427,30.6,186.0,21.6,60,115,39,75.4,15.1,-6,61
0.885,47,0.2189999999999999,0.216,0.527,0.038,133,28.5,36.6,0.532,4819,35.3,168.6,22.2,35,18,6,88.8,14.4,-2,57
0.973,27,0.241,0.2269999999999999,0.484,0.048,38,52.8,46.1,0.3389999999999999,3188,36.5,177.3,22.4,70,60,39,50.2,15.6,1,66
0.989,7,0.203,0.239,0.5429999999999999,0.015,107,37.4,31.0,0.5,8614,40.6,169.4,23.5,67,34,19,63.9,12.4,15,69
0.8590000000000001,58,0.061,0.2189999999999999,0.4629999999999999,0.258,108,10.3,28.9,0.609,0,31.0,165.1,26.1,25,31,57,93.2,15.8,12,40
0.961,27,0.226,0.1989999999999999,0.5379999999999999,0.037,82,103.1,43.7,0.501,0,25.5,160.8,20.6,46,31,40,80.6,13.6,-5,70
0.979,47,0.081,0.145,0.605,0.1689999999999999,149,23.6,30.7,0.584,5035,32.6,170.8,22.3,45,19,26,81.9,11.5,4,62
0.97,13,0.144,0.08,0.504,0.272,126,35.8,31.7,0.386,6009,30.1,162.4,24.5,57,105,61,71.3,14.1,8,64
0.945,27,0.1889999999999999,0.192,0.402,0.217,109,51.0,52.7,0.217,2857,34.1,168.1,23.4,25,1,15,79.5,13.9,6,60
0.943,19,0.259,0.222,0.422,0.0969999999999999,11,31.7,31.5,0.4039999999999999,254,35.7,166.4,21.7,71,0,66,94.1,15.2,6,61
0.931,37,0.114,0.13,0.599,0.157,52,25.5,13.2,0.417,10338,32.9,164.2,24.1,30,0,12,60.6,15.3,3,56
0.774,26,0.146,0.1669999999999999,0.493,0.195,18,28.8,26.3,0.775,7033,26.2,183.8,25.8,75,88,40,112.9,14.8,7,48
0.952,23,0.221,0.17,0.5870000000000001,0.021,64,14.2,18.6,0.687,4162,31.9,177.2,19.6,39,45,21,59.0,14.7,-3,60
0.926,15,0.145,0.275,0.498,0.0819999999999999,112,14.3,22.8,0.47,7410,33.4,173.1,20.0,59,45,38,52.0,14.3,0,58
0.986,10,0.068,0.235,0.597,0.1009999999999999,106,1.3,23.4,0.301,2768,29.4,179.1,26.1,60,4,56,80.8,14.5,-1,61
0.975,50,0.125,0.3,0.44,0.136,81,12.9,42.0,0.412,8287,36.4,159.4,21.4,44,0,30,81.5,15.3,-2,55
0.983,50,0.076,0.233,0.593,0.0969999999999999,192,44.6,40.4,0.416,9970,31.7,163.9,23.0,42,28,54,71.4,12.6,-5,59
0.8220000000000001,21,0.231,0.154,0.5660000000000001,0.049,206,36.1,27.3,0.526,0,32.6,171.8,24.1,76,27,83,91.7,15.1,-8,58
0.962,31,0.188,0.172,0.578,0.061,149,22.5,26.8,0.423,9005,32.4,180.9,21.4,59,11,68,34.6,12.6,-16,58
0.95,55,0.139,0.208,0.457,0.1969999999999999,160,47.2,32.5,0.444,0,29.8,187.4,24.4,45,62,56,82.6,15.1,-8,51
0.936,64,0.191,0.181,0.488,0.14,137,31.3,42.5,0.471,8078,29.6,172.0,23.8,26,0,29,88.6,12.9,-2,54
0.974,35,0.18,0.1969999999999999,0.545,0.078,112,59.8,41.0,0.428,2055,25.1,158.8,22.2,54,62,17,71.1,12.5,9,63
0.946,18,0.205,0.145,0.588,0.062,113,38.1,51.4,0.358,5277,24.6,175.5,23.3,49,79,39,65.9,14.1,-13,62
0.8759999999999999,14,0.175,0.198,0.401,0.2269999999999999,76,41.8,29.4,0.52,4578,27.6,166.8,20.8,22,0,17,72.5,13.5,5,59
0.945,48,0.276,0.158,0.504,0.063,53,46.8,7.5,0.477,8997,30.8,180.9,22.0,25,81,53,40.8,14.6,-9,56
0.909,31,0.225,0.143,0.632,0.0,134,38.7,51.4,0.581,12938,34.7,182.0,20.1,49,51,54,80.8,13.4,3,53
0.948,34,0.193,0.15,0.534,0.123,82,11.6,17.9,0.267,6138,29.3,172.1,24.5,24,65,0,83.7,15.1,16,58
0.956,59,0.149,0.193,0.561,0.0969999999999999,29,58.3,38.0,0.376,8030,20.0,164.4,22.0,32,7,30,70.7,16.5,-3,60
0.965,29,0.132,0.23,0.532,0.105,86,48.9,24.6,0.3279999999999999,0,37.7,158.4,24.5,41,100,26,88.2,10.6,-7,64
0.997,27,0.176,0.133,0.472,0.2189999999999999,136,18.6,23.5,0.614,7060,21.3,169.9,25.1,43,93,54,81.5,13.3,14,60
0.937,35,0.2269999999999999,0.198,0.476,0.099,77,15.4,9.9,0.53,551,35.1,175.6,21.3,43,55,14,69.2,17.4,-10,60
0.951,30,0.2019999999999999,0.165,0.513,0.121,107,34.1,32.8,0.405,10324,32.6,150.9,24.9,46,118,0,55.0,14.9,4,66
0.983,37,0.245,0.213,0.4479999999999999,0.093,109,62.9,18.2,0.461,7145,28.9,166.0,22.2,40,86,35,70.4,12.5,-4,61
0.945,21,0.223,0.1689999999999999,0.6,0.008,137,9.0,7.2,0.55,8220,32.3,169.9,25.6,22,63,18,61.7,15.4,-8,63
0.97,36,0.252,0.121,0.585,0.0409999999999999,54,4.0,47.5,0.423,11173,20.8,192.6,20.7,74,75,32,81.3,14.5,10,61
0.953,31,0.345,0.201,0.433,0.02,14,42.8,36.9,0.455,1465,29.4,170.0,24.9,64,77,71,57.8,13.5,-2,61
0.925,53,0.2019999999999999,0.247,0.472,0.079,144,33.3,28.5,0.541,4436,36.3,169.5,22.2,39,115,32,65.0,13.8,1,54
0.8540000000000001,53,0.266,0.225,0.508,0.001,60,2.9,31.1,0.491,4510,43.4,162.2,22.9,66,79,58,78.4,15.2,1,53
0.985,37,0.186,0.207,0.604,0.003,73,22.7,18.9,0.568,5770,31.0,149.7,22.7,35,26,64,60.5,15.2,13,59
0.992,37,0.217,0.3,0.423,0.06,0,34.3,5.0,0.541,15460,23.3,173.5,24.6,76,74,73,75.2,14.9,-10,60
0.736,51,0.28,0.099,0.514,0.108,19,18.9,26.6,0.33,2075,37.3,177.0,26.2,57,28,43,75.8,15.7,-4,43
0.8290000000000001,37,0.098,0.1,0.648,0.154,100,77.2,25.2,0.519,11379,38.0,167.8,21.3,23,65,56,65.9,13.4,0,49
0.74,23,0.1639999999999999,0.251,0.542,0.043,40,6.4,20.9,0.5670000000000001,4232,32.3,171.3,24.5,75,20,31,96.2,13.8,8,42
0.983,50,0.14,0.204,0.494,0.163,14,11.7,37.8,0.491,4385,38.6,181.2,23.7,45,45,8,48.3,12.1,4,54
0.903,56,0.233,0.223,0.491,0.053,51,40.3,36.1,0.506,4173,40.8,163.1,23.9,64,50,121,101.5,17.2,5,53
0.941,34,0.128,0.17,0.595,0.108,32,37.5,45.9,0.273,4164,47.2,171.8,25.1,64,41,49,69.1,15.1,13,59
0.966,30,0.209,0.148,0.495,0.148,92,69.1,28.4,0.384,2942,34.3,163.8,22.2,25,71,64,61.5,14.2,0,63
0.889,32,0.173,0.151,0.584,0.092,16,23.1,23.8,0.4529999999999999,4815,34.8,169.3,27.0,39,0,58,85.2,14.9,1,53
0.998,44,0.257,0.165,0.53,0.048,38,29.9,24.9,0.586,11811,39.9,161.3,21.8,67,26,32,97.3,11.8,4,63
0.971,50,0.188,0.13,0.605,0.077,39,45.3,25.8,0.218,0,21.2,182.3,22.6,20,49,33,56.5,14.2,5,61
